,svspp,cruise6,station,pdsex,pdid,pdlen,pdwgt,sizecat,pdgutw,pdgutv,fhdat,stratum,beglat,beglon,declat,declon,month,day,year,purcode,season,geoarea,pynam,gencat,gensci,analcat,analsci,collcat,collsci,pynum,pyamtw,pyamtv,pdscinam,pdcomnam,location
627973,141,200807,127,2,2,22,191,S,3.3,3,E,3190,3922.7404,7414.4682,39.379,74.2411,9,21,2008,10,FALL,MAB,BIVALVIA VISCERA,MOLLUS,MOLLUSCA,BIVALV,BIVALVIA,BIVALV,BIVALVIA,NA,1.65,1.5,CENTROPRISTIS STRIATA,BLACK SEA BASS,
627974,141,200807,127,2,2,22,191,S,3.3,3,E,3190,3922.7404,7414.4682,39.379,74.2411,9,21,2008,10,FALL,MAB,CANCRIDAE,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,NA,1.65,1.5,CENTROPRISTIS STRIATA,BLACK SEA BASS,
628041,141,200807,129,2,1,20,108,S,1.1,1,E,3160,3939.2887,7405.8625,39.6548,74.0977,9,21,2008,10,FALL,MAB,CANCER SP,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,6,0.99,0.9,CENTROPRISTIS STRIATA,BLACK SEA BASS,
628042,141,200807,129,2,1,20,108,S,1.1,1,E,3160,3939.2887,7405.8625,39.6548,74.0977,9,21,2008,10,FALL,MAB,CRUSTACEA,ARTHRO,ARTHROPODA,CRUSTA,CRUSTACEA,CRUSTA,CRUSTACEA,NA,0.11,0.1,CENTROPRISTIS STRIATA,BLACK SEA BASS,
628133,141,200807,131,1,1,32,386,M,5.5,5,E,3170,3956.4825,7359.3783,39.9414,73.9896,9,21,2008,10,FALL,MAB,CANCER SP,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,2,5.5,5,CENTROPRISTIS STRIATA,BLACK SEA BASS,
628134,141,200807,131,2,3,28,290,M,0.22,0.2,E,3170,3956.4825,7359.3783,39.9414,73.9896,9,21,2008,10,FALL,MAB,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,NA,0.22,0.2,CENTROPRISTIS STRIATA,BLACK SEA BASS,
628205,141,200807,133,1,1,34,418,M,3.3,3,E,3130,4016.0608,7356.1712,40.2677,73.9362,9,22,2008,10,FALL,SNE,CRANGONIDAE,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CRAFAM,CRANGONIDAE,NA,1.98,1.8,CENTROPRISTIS STRIATA,BLACK SEA BASS,
628206,141,200807,133,1,1,34,418,M,3.3,3,E,3130,4016.0608,7356.1712,40.2677,73.9362,9,22,2008,10,FALL,SNE,OSTEICHTHYES,FISH,FISH,OTHFIS,OTHER FISH,OSTEIC,OSTEICHTHYES,NA,1.32,1.2,CENTROPRISTIS STRIATA,BLACK SEA BASS,
628207,141,200807,133,2,2,25,228,S,4.4,4,E,3130,4016.0608,7356.1712,40.2677,73.9362,9,22,2008,10,FALL,SNE,CANCRIDAE,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,3,1.76,1.6,CENTROPRISTIS STRIATA,BLACK SEA BASS,
628208,141,200807,133,2,2,25,228,S,4.4,4,E,3130,4016.0608,7356.1712,40.2677,73.9362,9,22,2008,10,FALL,SNE,CRANGONIDAE,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CRAFAM,CRANGONIDAE,NA,2.64,2.4,CENTROPRISTIS STRIATA,BLACK SEA BASS,
628232,141,200807,134,2,1,20,91,S,0.11,0.1,E,3140,4026.6953,7350.8111,40.4449,73.8469,9,22,2008,10,FALL,SNE,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,NA,0.11,0.1,CENTROPRISTIS STRIATA,BLACK SEA BASS,
628716,141,200807,155,2,1,50,1832,M,5.5,5,E,3020,4105.167,7139.6989,41.0861,71.6616,9,24,2008,10,FALL,SNE,GAMMARIDEA,ARTHRO,ARTHROPODA,AMPHIP,AMPHIPODA,GAMMAR,GAMMARIDEA,1,0.28,0.25,CENTROPRISTIS STRIATA,BLACK SEA BASS,
628717,141,200807,155,2,1,50,1832,M,5.5,5,E,3020,4105.167,7139.6989,41.0861,71.6616,9,24,2008,10,FALL,SNE,ISOPODA,ARTHRO,ARTHROPODA,ISOPOD,ISOPODA,ISOPOD,ISOPODA,21,5.23,4.75,CENTROPRISTIS STRIATA,BLACK SEA BASS,
628771,141,200807,157,2,1,61,3056,L,66,60,E,3450,4113.2987,7130.5235,41.2216,71.5087,9,24,2008,10,FALL,SNE,CANCER IRRORATUS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,2,16.5,15,CENTROPRISTIS STRIATA,BLACK SEA BASS,
628772,141,200807,157,2,1,61,3056,L,66,60,E,3450,4113.2987,7130.5235,41.2216,71.5087,9,24,2008,10,FALL,SNE,DICHELOPANDALUS LEPTOCERUS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,PANFAM,PANDALIDAE,NA,6.6,6,CENTROPRISTIS STRIATA,BLACK SEA BASS,
628773,141,200807,157,2,1,61,3056,L,66,60,E,3450,4113.2987,7130.5235,41.2216,71.5087,9,24,2008,10,FALL,SNE,LOLIGO SP,MOLLUS,MOLLUSCA,CEPHAL,CEPHALOPODA,LOLISP,LOLIGO SP,3,16.5,15,CENTROPRISTIS STRIATA,BLACK SEA BASS,
628774,141,200807,157,2,1,61,3056,L,66,60,E,3450,4113.2987,7130.5235,41.2216,71.5087,9,24,2008,10,FALL,SNE,PEPRILUS TRIACANTHUS,FISH,FISH,STRFAM,STROMATEIDAE,PEPTRI,PEPRILUS TRIACANTHUS,1,13.2,12,CENTROPRISTIS STRIATA,BLACK SEA BASS,
628775,141,200807,157,2,1,61,3056,L,66,60,E,3450,4113.2987,7130.5235,41.2216,71.5087,9,24,2008,10,FALL,SNE,STENOTOMUS CHRYSOPS,FISH,FISH,SPAFAM,SPARIDAE,STECHR,STENOTOMUS CHRYSOPS,1,13.2,12,CENTROPRISTIS STRIATA,BLACK SEA BASS,
628785,141,200807,158,1,1,46,1299,M,2.2,2,E,3450,4123.9619,7117.0051,41.3994,71.2834,9,24,2008,10,FALL,SNE,CANCER IRRORATUS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,1,2.2,2,CENTROPRISTIS STRIATA,BLACK SEA BASS,
628786,141,200807,158,2,2,43,1099,M,33,30,E,3450,4123.9619,7117.0051,41.3994,71.2834,9,24,2008,10,FALL,SNE,CANCER IRRORATUS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,17,14.85,13.5,CENTROPRISTIS STRIATA,BLACK SEA BASS,
628787,141,200807,158,2,2,43,1099,M,33,30,E,3450,4123.9619,7117.0051,41.3994,71.2834,9,24,2008,10,FALL,SNE,ETRUMEUS TERES,FISH,FISH,CLUFAM,CLUPEIDAE,ETRTER,ETRUMEUS TERES,1,13.2,12,CENTROPRISTIS STRIATA,BLACK SEA BASS,
628788,141,200807,158,2,2,43,1099,M,33,30,E,3450,4123.9619,7117.0051,41.3994,71.2834,9,24,2008,10,FALL,SNE,LOLIGO SP,MOLLUS,MOLLUSCA,CEPHAL,CEPHALOPODA,LOLISP,LOLIGO SP,1,3.3,3,CENTROPRISTIS STRIATA,BLACK SEA BASS,
628789,141,200807,158,2,2,43,1099,M,33,30,E,3450,4123.9619,7117.0051,41.3994,71.2834,9,24,2008,10,FALL,SNE,PANDALIDAE,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,PANFAM,PANDALIDAE,1,1.32,1.2,CENTROPRISTIS STRIATA,BLACK SEA BASS,
628790,141,200807,158,2,2,43,1099,M,33,30,E,3450,4123.9619,7117.0051,41.3994,71.2834,9,24,2008,10,FALL,SNE,POLYCHAETA,ANNELI,ANNELIDA,ANNELI,ANNELIDA,POLYCH,POLYCHAETA,1,0.33,0.3,CENTROPRISTIS STRIATA,BLACK SEA BASS,
629490,141,200807,189,2,1,36,758,M,0,0,E,3550,4130.6036,6946.6904,41.5101,69.7782,10,6,2008,10,FALL,GB,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,NA,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
629730,141,200807,198,2,1,39,912,M,11,10,E,3550,4101.0327,6944.4114,41.0172,69.7402,10,7,2008,10,FALL,GB,CANCRIDAE,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,NA,1.1,1,CENTROPRISTIS STRIATA,BLACK SEA BASS,
629731,141,200807,198,2,1,39,912,M,11,10,E,3550,4101.0327,6944.4114,41.0172,69.7402,10,7,2008,10,FALL,GB,OSTEICHTHYES,FISH,FISH,OTHFIS,OTHER FISH,OSTEIC,OSTEICHTHYES,NA,6.6,6,CENTROPRISTIS STRIATA,BLACK SEA BASS,
629732,141,200807,198,2,1,39,912,M,11,10,E,3550,4101.0327,6944.4114,41.0172,69.7402,10,7,2008,10,FALL,GB,POLYCHAETA,ANNELI,ANNELIDA,ANNELI,ANNELIDA,POLYCH,POLYCHAETA,NA,3.3,3,CENTROPRISTIS STRIATA,BLACK SEA BASS,
629733,141,200807,198,2,2,35,676,M,0.55,0.5,E,3550,4101.0327,6944.4114,41.0172,69.7402,10,7,2008,10,FALL,GB,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,NA,0.55,0.5,CENTROPRISTIS STRIATA,BLACK SEA BASS,
629734,141,200807,198,2,3,30,414,M,0,0,E,3550,4101.0327,6944.4114,41.0172,69.7402,10,7,2008,10,FALL,GB,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,NA,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
632284,141,200807,285,2,1,39,842,M,1.54,1.4,E,3600,4153.5552,7021.1446,41.8926,70.3524,10,21,2008,10,FALL,GoM,OPHIUROIDEA,ECHINO,ECHINODERMATA,OPHIU1,OPHIUROIDEA,OPHIU1,OPHIUROIDEA,1,0.62,0.56,CENTROPRISTIS STRIATA,BLACK SEA BASS,
632285,141,200807,285,2,1,39,842,M,1.54,1.4,E,3600,4153.5552,7021.1446,41.8926,70.3524,10,21,2008,10,FALL,GoM,PANDALIDAE,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,PANFAM,PANDALIDAE,1,0.92,0.84,CENTROPRISTIS STRIATA,BLACK SEA BASS,
632286,141,200807,285,2,2,32,423,M,6.05,5.5,E,3600,4153.5552,7021.1446,41.8926,70.3524,10,21,2008,10,FALL,GoM,PANDALIDAE,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,PANFAM,PANDALIDAE,7,6.05,5.5,CENTROPRISTIS STRIATA,BLACK SEA BASS,
634726,141,200902,10,2,1,38,800,M,2.2,2,E,1740,3835.7111,7320.1159,38.5952,73.3353,3,4,2009,10,SPRING,MAB,DECAPODA CRAB,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,DECCRA,DECAPODA CRAB,1,2.2,2,CENTROPRISTIS STRIATA,BLACK SEA BASS,
634727,141,200902,10,2,2,23,195,S,0,0,E,1740,3835.7111,7320.1159,38.5952,73.3353,3,4,2009,10,SPRING,MAB,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,NA,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
634728,141,200902,10,2,4,35,640,M,0,0,E,1740,3835.7111,7320.1159,38.5952,73.3353,3,4,2009,10,SPRING,MAB,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,NA,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
634729,141,200902,10,2,8,30,405,M,9.9,9,E,1740,3835.7111,7320.1159,38.5952,73.3353,3,4,2009,10,SPRING,MAB,DECAPODA CRAB,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,DECCRA,DECAPODA CRAB,1,9.9,9,CENTROPRISTIS STRIATA,BLACK SEA BASS,
634730,141,200902,10,2,18,19,105,S,0,0,E,1740,3835.7111,7320.1159,38.5952,73.3353,3,4,2009,10,SPRING,MAB,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,NA,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
634768,141,200902,11,2,2,32,485,M,0,0,E,1700,3833.7426,7336.802,38.5624,73.6134,3,4,2009,10,SPRING,MAB,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,NA,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
634769,141,200902,11,2,3,23,195,S,7.7,7,E,1700,3833.7426,7336.802,38.5624,73.6134,3,4,2009,10,SPRING,MAB,BIVALVIA,MOLLUS,MOLLUSCA,BIVALV,BIVALVIA,BIVALV,BIVALVIA,NA,7.7,7,CENTROPRISTIS STRIATA,BLACK SEA BASS,
634770,141,200902,11,2,4,20,100,S,1.1,1,E,1700,3833.7426,7336.802,38.5624,73.6134,3,4,2009,10,SPRING,MAB,CANCER SP,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,1,1.1,1,CENTROPRISTIS STRIATA,BLACK SEA BASS,
634833,141,200902,13,2,3,20,115,S,0,0,E,1700,3823.7542,7346.4684,38.3959,73.7745,3,4,2009,10,SPRING,MAB,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,NA,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
634920,141,200902,16,2,1,29,325,M,0.11,0.1,E,1710,3810.9206,7353.3767,38.182,73.8896,3,5,2009,10,SPRING,MAB,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,NA,0.11,0.1,CENTROPRISTIS STRIATA,BLACK SEA BASS,
634921,141,200902,16,2,2,23,175,S,0,0,E,1710,3810.9206,7353.3767,38.182,73.8896,3,5,2009,10,SPRING,MAB,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,NA,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
634923,141,200902,16,2,5,20,105,S,0,0,E,1710,3810.9206,7353.3767,38.182,73.8896,3,5,2009,10,SPRING,MAB,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,NA,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
635202,141,200902,27,1,12,15,35,S,0,0,E,1660,3714.0283,7438.5289,37.2338,74.6421,3,6,2009,10,SPRING,MAB,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,NA,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
635204,141,200902,27,2,3,25,210,S,0.22,0.2,E,1660,3714.0283,7438.5289,37.2338,74.6421,3,6,2009,10,SPRING,MAB,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,NA,0.22,0.2,CENTROPRISTIS STRIATA,BLACK SEA BASS,
635229,141,200902,28,1,1,27,235,M,0.44,0.4,E,1660,3659.2681,7444.4031,36.9878,74.7401,3,6,2009,10,SPRING,MAB,CANCER IRRORATUS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,1,0.44,0.4,CENTROPRISTIS STRIATA,BLACK SEA BASS,
635231,141,200902,28,1,3,33,540,M,7.7,7,E,1660,3659.2681,7444.4031,36.9878,74.7401,3,6,2009,10,SPRING,MAB,CANCRIDAE,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,1,7.7,7,CENTROPRISTIS STRIATA,BLACK SEA BASS,
635232,141,200902,28,2,4,25,230,S,1.65,1.5,E,1660,3659.2681,7444.4031,36.9878,74.7401,3,6,2009,10,SPRING,MAB,CANCRIDAE,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,NA,1.65,1.5,CENTROPRISTIS STRIATA,BLACK SEA BASS,
635233,141,200902,28,2,5,19,105,S,0.11,0.1,E,1660,3659.2681,7444.4031,36.9878,74.7401,3,6,2009,10,SPRING,MAB,CRANGONIDAE,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CRAFAM,CRANGONIDAE,NA,0.11,0.1,CENTROPRISTIS STRIATA,BLACK SEA BASS,
635274,141,200902,30,2,1,16,60,S,0.55,0.5,E,1680,3643.8162,7439.543,36.7303,74.6591,3,6,2009,10,SPRING,MAB,ANTHOZOA,CNIDAR,CNIDARIA,CNIDAR,CNIDARIA,ANTHOZ,ANTHOZOA,NA,0.55,0.5,CENTROPRISTIS STRIATA,BLACK SEA BASS,
635430,141,200902,35,2,1,23,235,S,1.1,1,E,1620,3552.1481,7456.1872,35.8691,74.9365,3,7,2009,10,SPRING,MAB,MOLLUSCA VISCERA,MOLLUS,MOLLUSCA,MOLLUS,MOLLUSCA,MOLLUS,MOLLUSCA,NA,1.1,1,CENTROPRISTIS STRIATA,BLACK SEA BASS,
635688,141,200902,53,2,1,18,80,S,0.66,0.6,E,1610,3546.2839,7502.576,35.7714,75.0429,3,8,2009,10,SPRING,MAB,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,NA,0.66,0.6,CENTROPRISTIS STRIATA,BLACK SEA BASS,
635689,141,200902,53,2,2,15,55,S,0.55,0.5,E,1610,3546.2839,7502.576,35.7714,75.0429,3,8,2009,10,SPRING,MAB,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,NA,0.55,0.5,CENTROPRISTIS STRIATA,BLACK SEA BASS,
637647,141,200902,131,2,1,37,790,M,0,0,E,1740,3853.7027,7311.409,38.895,73.1902,3,20,2009,10,SPRING,MAB,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,NA,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
637648,141,200902,131,2,3,28,324,M,6.6,6,E,1740,3853.7027,7311.409,38.895,73.1902,3,20,2009,10,SPRING,MAB,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,NA,3.3,3,CENTROPRISTIS STRIATA,BLACK SEA BASS,
637649,141,200902,131,2,3,28,324,M,6.6,6,E,1740,3853.7027,7311.409,38.895,73.1902,3,20,2009,10,SPRING,MAB,GALATHEIDAE,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,DECCRA,DECAPODA CRAB,2,3.3,3,CENTROPRISTIS STRIATA,BLACK SEA BASS,
637674,141,200902,132,2,1,31,490,M,0,0,E,1750,3855.5982,7255.9782,38.9266,72.933,3,20,2009,10,SPRING,MAB,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,NA,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
637675,141,200902,132,2,4,21,143,S,0.33,0.3,E,1750,3855.5982,7255.9782,38.9266,72.933,3,20,2009,10,SPRING,MAB,HOLOTHUROIDEA,ECHINO,ECHINODERMATA,HOLOTH,HOLOTHUROIDEA,HOLOTH,HOLOTHUROIDEA,NA,0.3,0.27,CENTROPRISTIS STRIATA,BLACK SEA BASS,
637676,141,200902,132,2,4,21,143,S,0.33,0.3,E,1750,3855.5982,7255.9782,38.9266,72.933,3,20,2009,10,SPRING,MAB,POLYCHAETA,ANNELI,ANNELIDA,ANNELI,ANNELIDA,POLYCH,POLYCHAETA,NA,0.03,0.03,CENTROPRISTIS STRIATA,BLACK SEA BASS,
637752,141,200902,134,2,6,25,225,S,4.4,4,E,1750,3905.3334,7247.2897,39.0889,72.7882,3,20,2009,10,SPRING,MAB,HOLOTHUROIDEA,ECHINO,ECHINODERMATA,HOLOTH,HOLOTHUROIDEA,HOLOTH,HOLOTHUROIDEA,NA,1.32,1.2,CENTROPRISTIS STRIATA,BLACK SEA BASS,
637753,141,200902,134,2,6,25,225,S,4.4,4,E,1750,3905.3334,7247.2897,39.0889,72.7882,3,20,2009,10,SPRING,MAB,MAJIDAE,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,DECCRA,DECAPODA CRAB,NA,3.08,2.8,CENTROPRISTIS STRIATA,BLACK SEA BASS,
637897,141,200902,137,2,1,29,335,M,0,0,E,1740,3913.5942,7251.058,39.2266,72.851,3,21,2009,10,SPRING,MAB,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,NA,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
638031,141,200902,139,2,1,17,75,S,0.22,0.2,E,1740,3910.8553,7307.6446,39.1809,73.1274,3,21,2009,10,SPRING,MAB,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,NA,0.22,0.2,CENTROPRISTIS STRIATA,BLACK SEA BASS,
638184,141,200902,143,2,1,17,80,S,1.1,1,E,1020,3948.9627,7259.5978,39.816,72.9933,3,21,2009,10,SPRING,SNE,GAMMARIDEA,ARTHRO,ARTHROPODA,AMPHIP,AMPHIPODA,GAMMAR,GAMMARIDEA,NA,1.1,1,CENTROPRISTIS STRIATA,BLACK SEA BASS,
638480,141,200902,149,1,3,23,190,S,0.11,0.1,E,1020,3936.3411,7230.6071,39.6057,72.5101,3,22,2009,10,SPRING,SNE,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,NA,0.11,0.1,CENTROPRISTIS STRIATA,BLACK SEA BASS,
638481,141,200902,149,2,1,30,398,M,6.6,6,E,1020,3936.3411,7230.6071,39.6057,72.5101,3,22,2009,10,SPRING,SNE,CANCER BOREALIS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,1,4.62,4.2,CENTROPRISTIS STRIATA,BLACK SEA BASS,
638482,141,200902,149,2,1,30,398,M,6.6,6,E,1020,3936.3411,7230.6071,39.6057,72.5101,3,22,2009,10,SPRING,SNE,CANCER IRRORATUS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,1,0.99,0.9,CENTROPRISTIS STRIATA,BLACK SEA BASS,
638483,141,200902,149,2,1,30,398,M,6.6,6,E,1020,3936.3411,7230.6071,39.6057,72.5101,3,22,2009,10,SPRING,SNE,CANCRIDAE,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,NA,0.99,0.9,CENTROPRISTIS STRIATA,BLACK SEA BASS,
638484,141,200902,149,2,2,31,443,M,8.8,8,E,1020,3936.3411,7230.6071,39.6057,72.5101,3,22,2009,10,SPRING,SNE,CANCER BOREALIS,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,3,8.8,8,CENTROPRISTIS STRIATA,BLACK SEA BASS,
638485,141,200902,149,2,4,20,108,S,0.11,0.1,E,1020,3936.3411,7230.6071,39.6057,72.5101,3,22,2009,10,SPRING,SNE,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,NA,0.04,0.04,CENTROPRISTIS STRIATA,BLACK SEA BASS,
638486,141,200902,149,2,4,20,108,S,0.11,0.1,E,1020,3936.3411,7230.6071,39.6057,72.5101,3,22,2009,10,SPRING,SNE,OPHIUROIDEA,ECHINO,ECHINODERMATA,OPHIU1,OPHIUROIDEA,OPHIU1,OPHIUROIDEA,1,0.07,0.06,CENTROPRISTIS STRIATA,BLACK SEA BASS,
638543,141,200902,150,2,7,15,45,S,0,0,E,1020,3929.1794,7235.9661,39.4863,72.5994,3,22,2009,10,SPRING,SNE,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,NA,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
638544,141,200902,150,2,8,20,115,S,1.1,1,E,1020,3929.1794,7235.9661,39.4863,72.5994,3,22,2009,10,SPRING,SNE,OSTEICHTHYES,FISH,FISH,OTHFIS,OTHER FISH,OSTEIC,OSTEICHTHYES,NA,1.1,1,CENTROPRISTIS STRIATA,BLACK SEA BASS,
638899,141,200902,160,2,1,34,630,M,0,0,E,1070,4011.1642,7109.871,40.1861,71.1645,3,23,2009,10,SPRING,SNE,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,NA,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
639007,141,200902,164,2,1,24,190,S,0.11,0.1,E,1070,4016.1611,7056.1945,40.2694,70.9366,3,23,2009,10,SPRING,SNE,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,NA,0.11,0.1,CENTROPRISTIS STRIATA,BLACK SEA BASS,
639469,141,200902,177,2,1,24,214,S,0.11,0.1,E,1060,4030.9904,7133.7515,40.5165,71.5625,3,25,2009,10,SPRING,SNE,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,NA,0.11,0.1,CENTROPRISTIS STRIATA,BLACK SEA BASS,
639523,141,200902,178,2,1,23,165,S,0,0,E,1060,4025.3366,7143.2194,40.4223,71.7203,3,25,2009,10,SPRING,SNE,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,NA,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
639763,141,200902,182,2,3,25,185,S,0,0,E,1020,3958.754,7150.3188,39.9792,71.8386,3,25,2009,10,SPRING,SNE,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,NA,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
639764,141,200902,182,2,5,20,105,S,0,0,E,1020,3958.754,7150.3188,39.9792,71.8386,3,25,2009,10,SPRING,SNE,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,EMPTY,NA,0,0,CENTROPRISTIS STRIATA,BLACK SEA BASS,
640541,141,200902,203,2,1,19,120,S,0.22,0.2,E,1110,4006.2848,6911.7342,40.1047,69.1956,4,2,2009,10,SPRING,SNE,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,AR,ANIMAL REMAINS,NA,0.22,0.2,CENTROPRISTIS STRIATA,BLACK SEA BASS,
649742,141,200904,20,2,1,22,160,S,1.1,1,E,1650,3738.6935,7444.633,37.6449,74.7439,9,15,2009,10,FALL,MAB,DECAPODA CRAB,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,DECCRA,DECAPODA CRAB,NA,1.1,1,CENTROPRISTIS STRIATA,BLACK SEA BASS,
649743,141,200904,20,2,3,18,85,S,0.55,0.5,E,1650,3738.6935,7444.633,37.6449,74.7439,9,15,2009,10,FALL,MAB,DECAPODA CRAB,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,DECCRA,DECAPODA CRAB,NA,0.55,0.5,CENTROPRISTIS STRIATA,BLACK SEA BASS,
649776,141,200904,21,2,1,22,165,S,2.2,2,E,1650,3728.5424,7442.5122,37.4757,74.7085,9,15,2009,10,FALL,MAB,CANCRIDAE,ARTHRO,ARTHROPODA,DECAPO,DECAPODA,CANFAM,CANCRIDAE,NA,0.22,0.2,CENTROPRISTIS STRIATA,BLACK SEA BASS,
649777,141,200904,21,2,1,22,165,S,2.2,2,E,1650,3728.5424,7442.5122,37.4757,74.7085,9,15,2009,10,FALL,MAB,OSTEICHTHYES,FISH,FISH,OTHFIS,OTHER FISH,OSTEIC,OSTEICHTHYES,NA,1.98,1.8,CENTROPRISTIS STRIATA,BLACK SEA BASS,
